set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	n_vars_retained	n_vars_retained_cr	burden_skatw	burden_mbw	burden_lw	skat_skatw	skat_mbw	skat_lw	skato_skatw	skato_mbw	skato_lw	cr_skat	cr_burden	min_p
LDLRAD2	483	1	0.0973084886128364	479	1	1	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233	0.237599294575233
HSPG2	483	1	0.0124223602484472	479	1	1	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355	0.734112930858355
CELA3B	483	1	0.020703933747412	479	1	1	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396	0.143761730938396
ZBTB40	483	1	0.0062111801242236	479	0	0	1	1	1	1	1	1	1	1	1	1	1	1
EPHA8	483	1	0.122153209109731	479	1	1	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052	0.351928250729052
C1QA	483	1	0.0124223602484472	479	1	1	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095	0.233404729274095
C1QB	483	2	0.0031055900621118	479	2	2	0.757989824146514	0.757989824146514	0.757989824146514	0.285019675674802	0.285019675674802	0.285019675674802	0.635085096706937	0.635085096706937	0.635085096706937	0.366926337243228	0.810420529728397	0.285019675674802
EPHB2	483	2	0.0600414078674948	479	2	2	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00466804646628151	0.00553350166749079	0.00243852132494868	0.00243852132494868
KDM1A	483	1	0.0848861283643892	479	1	1	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225
LUZP1	483	2	0.020703933747412	479	2	2	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0897440523781034	0.0738016536690751	0.0453744605250646	0.0453744605250646
ASAP3	483	3	0.0151828847481021	479	2	3	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0333056004169968	0.0383571699633552	0.0121097169427209	0.0121097169427209
TCEB3	483	1	0.0041407867494824	479	1	1	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982	0.72157523003982
CNR2	483	1	0.0124223602484472	479	1	1	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594	0.222213748124594
MYOM3	483	3	0.0269151138716356	479	3	3	0.941952276004791	0.941952276004791	0.941952276004791	0.433380586470952	0.4983094274899	0.433380586470952	0.4983094274899	0.70741970680851	0.4983094274899	0.354942500696836	0.765978011630848	0.354942500696836
GRHL3	483	2	0.0082815734989648	479	2	2	0.125792173070076	0.107026920580465	0.153576548809177	0.238743050499823	0.238743050499823	0.238743050499823	0.171634940991185	0.171634940991185	0.203665582739421	0.245967718151875	0.147008346559787	0.107026920580465
STPG1	483	1	0.020703933747412	479	1	1	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918
RCAN3	483	1	0.05175983436853	479	1	1	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007	0.748225374833007
C1orf63	483	2	0.067287784679089	479	2	2	0.820315958805367	0.5962542164946	0.820315958805367	0.920499654694644	0.920499654694644	0.920499654694644	0.920499654694644	0.920499654694644	0.920499654694644	0.812924154776584	0.730237799590595	0.5962542164946
TMEM57	483	1	0.0786749482401656	479	1	1	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927
LDLRAP1	483	2	0.0486542443064182	479	2	2	0.750177574452535	0.750177574452535	0.750177574452535	0.590019710145195	0.590019710145195	0.590019710145195	0.866611036510111	0.866611036510111	0.866611036510111	0.563577965005001	0.830579411106186	0.563577965005001
SEPN1	483	1	0	479	1	1	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269	0.745913947315269
AUNIP	483	2	0.0124223602484472	479	NA	2	0.703166817449882	0.703166817449882	0.703166817449882	0.703166817449882	0.703166817449882	0.703166817449882	0.703166817449882	0.703166817449882	NA	0.772557985630509	0.772557985630509	0.703166817449882
PAQR7	483	1	0.0124223602484472	479	1	1	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622	0.785401796439622
PAFAH2	483	4	0.015527950310559	479	4	4	0.340652910144507	0.276107793664095	0.313450559788125	0.0183099597200331	0.0227874929641988	0.0183099597200331	0.0364537069671877	0.0364537069671877	0.0364537069671877	0.0115203095038049	0.305295972169079	0.0115203095038049
EXTL1	483	2	0.0186335403726708	479	2	2	0.170204793826647	0.170204793826647	0.170204793826647	0.41631226236925	0.41631226236925	0.41631226236925	0.266928883347681	0.266928883347681	0.266928883347681	0.37965320417315	0.146164091550943	0.146164091550943
SLC30A2	483	1	0.0062111801242236	479	1	1	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943
TRIM63	483	2	0.0196687370600414	479	2	2	0.809441645384541	0.809441645384541	0.809441645384541	0.879041633826879	0.879041633826879	0.879041633826879	0.879041633826879	0.879041633826879	0.879041633826879	0.90288734795278	0.781163942704712	0.781163942704712
PDIK1L	483	1	0.010351966873706	479	1	1	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147
CNKSR1	483	2	0.010351966873706	479	2	2	0.36148269177663	0.286761106412587	0.37884358181289	0.492857311174676	0.686857899173361	0.492857311174676	0.443535900213095	0.407790759876058	0.455237255606464	0.669410934181694	0.669410934181694	0.286761106412587
CATSPER4	483	4	0.0274327122153209	479	4	4	0.811113246630894	0.811113246630894	0.811113246630894	0.131236649721787	0.131236649721787	0.131236649721787	0.209883961764209	0.209883961764209	0.209883961764209	0.168071236421249	0.77305174390529	0.131236649721787
UBXN11	483	2	0.0538302277432712	479	2	2	0.384683520314347	0.409054067111674	0.384683520314347	0.677768213330781	0.795231923775241	0.677768213330781	0.578197232856629	0.497204717154968	0.578197232856629	0.747780373839315	0.475204147726139	0.384683520314347
AIM1L	483	3	0.044168391994479	479	3	3	0.749594768594422	0.632873039138478	0.749594768594422	0.950808893542656	0.950808893542656	0.950808893542656	0.869457128421301	0.869457128421301	0.869457128421301	0.828939914724195	0.739674960190851	0.632873039138478
DHDDS	483	1	0.0041407867494824	479	1	1	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049	0.210608687081049
RPS6KA1	483	1	0.0496894409937888	479	1	1	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054	0.161951045060054
PIGV	483	3	0.00138026224982747	479	3	3	0.284448876009736	0.431361807706934	0.284448876009736	0.373897231954237	0.373897231954237	0.373897231954237	0.373897231954237	0.475369842849662	0.373897231954237	0.205836022179869	0.349231528107725	0.205836022179869
GPATCH3	483	1	0.0041407867494824	479	1	1	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939
SLC9A1	483	1	0.010351966873706	479	1	1	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365	0.192445172632365
TMEM222	483	1	0.0041407867494824	479	1	1	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087	0.208714136282087
FCN3	483	2	0.0683229813664596	479	2	2	0.0217815338502989	0.0217815338502989	0.0248750750244524	0.0585917080231499	0.0585917080231499	0.0585917080231499	0.0323459381906349	0.0323459381906349	0.0323459381906349	0.0365763126273044	0.0114562695946968	0.0114562695946968
GPR3	483	1	0.0662525879917184	479	1	1	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851	0.697618197794851
FAM76A	483	1	0.0020703933747412	479	1	1	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257	0.204585579066257
THEMIS2	483	1	0.0020703933747412	479	1	1	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095
SMPDL3B	483	1	0.165631469979296	479	1	1	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632	0.744364961940632
PTAFR	483	1	0.0082815734989648	479	1	1	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765	0.780303434236765
SESN2	483	1	0.0786749482401656	479	1	1	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824	0.199499852914824
MED18	483	2	0.036231884057971	479	2	2	0.352731451221342	0.352731451221342	0.352731451221342	0.848611680386538	0.848611680386538	0.848611680386538	0.562876678988479	0.562876678988479	0.562876678988479	0.763194218780859	0.263319076625248	0.263319076625248
PHACTR4	483	2	0.0424430641821946	479	2	2	0.711959853114573	0.711959853114573	0.711959853114573	0.866550845137784	0.866550845137784	0.866550845137784	0.866550845137784	0.866550845137784	0.866550845137784	0.835574548187225	0.758509902810498	0.711959853114573
TRNAU1AP	483	2	0.0041407867494824	479	2	2	0.737132270765361	0.737132270765361	0.737132270765361	0.84599073853538	0.84599073853538	0.84599073853538	0.84599073853538	0.84599073853538	0.84599073853538	0.865647096607482	0.753587392139571	0.737132270765361
GMEB1	483	2	0.0093167701863354	479	2	2	0.488837697118601	0.240083320370448	0.488837697118601	0.727961490636165	0.53515788555584	0.727961490636165	0.575831568235616	0.383027963155291	0.575831568235616	0.672780430403966	0.434319277925917	0.240083320370448
EPB41	483	7	0.00443655723158829	479	7	7	0.424158625333503	0.21735506780001	0.53164175122409	0.668324809845796	0.601886722585584	0.651965097367864	0.616927076269892	0.398867846363864	0.723936825662343	0.650391128272312	0.446407876422307	0.21735506780001
LAPTM5	483	1	0.0041407867494824	479	1	1	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774	0.480472413289774
SDC3	483	2	0.0082815734989648	479	2	2	0.0181238759687207	0.0181238759687207	0.0181238759687207	0.0945593764250332	0.0847004472640079	0.109099616130903	0.0328123363923641	0.0338646318820628	0.0328123363923641	0.0566120038406785	0.013919529414623	0.013919529414623
PUM1	483	1	0.0269151138716356	479	1	1	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066	0.641563165338066
SERINC2	483	1	0.072463768115942	479	1	1	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958	0.734896229131958
TINAGL1	483	1	0.0020703933747412	479	1	1	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233	0.219992060989233
PEF1	483	1	0.140786749482402	479	1	1	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939	0.713036292128939
BAI2	483	2	0.0559006211180124	479	2	2	0.320783034107937	0.320783034107937	0.320783034107937	0.817956368979711	0.817956368979711	0.817956368979711	0.465169961589224	0.465169961589224	0.465169961589224	0.729228233475039	0.365433666587413	0.320783034107937
SPOCD1	483	2	0.0548654244306418	479	2	2	0.349931535531125	0.349931535531125	0.349931535531125	0.843966623980569	0.843966623980569	0.843966623980569	0.56817029594428	0.56817029594428	0.56817029594428	0.809460873430684	0.28944822861289	0.28944822861289
TXLNA	483	1	0.0476190476190476	479	1	1	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347
IQCC	483	2	0.0072463768115942	479	2	2	0.761978820620461	0.761978820620461	0.761978820620461	0.225125912087968	0.225125912087968	0.225125912087968	0.225125912087968	0.225125912087968	0.225125912087968	0.15398050300095	0.778471664379373	0.15398050300095
DCDC2B	483	4	0.0357142857142857	479	4	4	0.28497686566653	0.259088277813592	0.270433619390934	0.819409895618038	0.743506720753625	0.813661169493741	0.40508863567745	0.372369166627711	0.410912211407985	0.809918050717555	0.340848630370285	0.259088277813592
HDAC1	483	1	0.0041407867494824	479	1	1	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635	0.693471078382635
TSSK3	483	1	0.0041407867494824	479	1	1	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028
ZBTB8B	483	1	0.0041407867494824	479	1	1	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785	0.68972640044785
SYNC	483	3	0.00897170462387854	479	3	3	0.996933937145709	0.663095839029707	0.601310401200142	0.147247447688426	0.160062024018944	0.125541236198422	0.203443627260013	0.251435594487423	0.162169370822167	0.1378429154215	0.918894895929987	0.125541236198422
