set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
ZYG11A	483	2	0.0175983436853002	479	0.8901941137325	2	2	5	5	ER	NA	NA	NA
ECHDC2	483	3	0.0117322291235335	479	0.752385206578316	3	3	11	11	ER	NA	NA	NA
SCP2	483	2	0.005175983436853	479	0.270458394125342	2	2	2	2	ER	NA	NA	NA
PODN	483	1	0.17184265010352	479	0.10311491829256	1	NA	2	2	ER	NA	NA	NA
SLC1A7	483	4	0.0408902691511387	479	0.0269245686740565	4	4	5	5	ER	NA	NA	NA
CPT2	483	5	0.00496894409937888	479	0.496146149199188	5	5	459	347	MA	NA	NA	NA
LRP8	483	3	0.0331262939958592	479	0.807505815195484	3	3	378	304	MA	NA	NA	NA
GLIS1	483	1	0.175983436853002	479	0.190875144598723	1	NA	1	1	ER	NA	NA	NA
NDC1	483	3	0.0407177363699103	479	0.742626137817368	3	3	6	6	ER	NA	NA	NA
YIPF1	483	1	0.0289855072463768	479	0.747082721760939	1	NA	2	2	ER	NA	NA	NA
DIO1	483	1	0.031055900621118	479	0.230263841292259	1	NA	1	1	ER	NA	NA	NA
LRRC42	483	1	0.0269151138716356	479	0.085429746586988	1	NA	2	2	ER	NA	NA	NA
TMEM59	483	2	0.100414078674948	479	0.833518399110379	2	2	3	3	ER	NA	NA	NA
TCEANC2	483	1	0.0807453416149068	479	0.751663199384456	1	NA	2	2	ER	NA	NA	NA
CYB5RL	483	1	0.0848861283643892	479	0.219992060989233	1	NA	1	1	ER	NA	NA	NA
MRPL37	483	3	0.00897170462387854	479	0.609709281134083	3	3	3	3	ER	NA	NA	NA
ACOT11	483	2	0.067287784679089	479	0.821205780028949	2	2	2	2	ER	NA	NA	NA
MROH7	483	2	0.0196687370600414	479	0.0489678072400923	2	2	18	18	ER	NA	NA	NA
TTC4	483	3	0.010351966873706	479	0.231731120209218	3	3	3	3	ER	NA	NA	NA
PARS2	483	2	0.077639751552795	479	0.206775180034379	2	2	2	2	ER	NA	NA	NA
TTC22	483	1	0.0041407867494824	479	0.650065242894701	1	NA	1	1	ER	NA	NA	NA
C1orf177	483	1	0.05175983436853	479	0.453169230213038	1	NA	11	11	ER	NA	NA	NA
DHCR24	483	1	0	479	0.687287546806823	1	NA	1	1	ER	NA	NA	NA
BSND	483	2	0.0062111801242236	479	0.0979926197625844	2	2	2	2	ER	NA	NA	NA
PCSK9	483	1	0.0062111801242236	479	0.234993323517863	1	NA	1	1	ER	NA	NA	NA
C1orf168	483	5	0.11055900621118	479	0.845531039654079	5	5	20	20	ER	NA	NA	NA
C8A	483	2	0.0476190476190476	479	0.0256066310384195	2	2	8	8	ER	NA	NA	NA
C8B	483	3	0.00966183574879227	479	0.599207216127433	3	3	6	6	ER	NA	NA	NA
DAB1	483	1	0.0703933747412008	479	0.73804531682115	1	NA	1	1	ER	NA	NA	NA
OMA1	483	4	0.0398550724637681	479	0.646416139287891	4	3	16	16	ER	NA	NA	NA
FGGY	483	5	0.0343685300207039	479	0.0185817633700465	5	5	7	7	ER	NA	NA	NA
HOOK1	483	1	0.0869565217391304	479	0.714699640935392	1	NA	1	1	ER	NA	NA	NA
CYP2J2	483	1	0.0186335403726708	479	0.728671464100911	1	NA	1	1	ER	NA	NA	NA
NFIA	483	2	0.0797101449275362	479	0.367347676835785	2	1	2	2	ER	NA	NA	NA
INADL	483	7	0.0372670807453416	479	0.151169168698334	7	6	96	89	MA	NA	NA	NA
L1TD1	483	3	0.00483091787439614	479	0.965277649018849	3	3	18	18	ER	NA	NA	NA
KANK4	483	3	0.00345065562456867	479	0.262827151536968	3	3	8	8	ER	NA	NA	NA
DOCK7	483	1	0.0144927536231884	479	0.692600159546861	1	NA	1	1	ER	NA	NA	NA
ATG4C	483	2	0.122153209109731	479	0.345387058202897	2	2	5	5	ER	NA	NA	NA
FOXD3	483	1	0.0766045548654244	479	0.233799242548108	1	NA	1	1	ER	NA	NA	NA
ALG6	483	4	0.0284679089026915	479	0.0101920249202826	4	4	50	50	MA	NA	NA	NA
EFCAB7	483	2	0.0238095238095238	479	0.928748420093459	2	2	11	11	ER	NA	NA	NA
PGM1	483	3	0.0524499654934438	479	0.363782781757072	3	3	15	15	ER	NA	NA	NA
ROR1	483	2	0.0217391304347826	479	0.104784562420263	2	2	2	1	ER	NA	NA	NA
UBE2U	483	3	0.0262249827467219	479	0.119168259268151	3	3	4	4	ER	NA	NA	NA
JAK1	483	1	0.0062111801242236	479	0.731871166680194	1	NA	1	1	ER	NA	NA	NA
DNAJC6	483	2	0.0662525879917184	479	0.626784346653303	2	2	2	2	ER	NA	NA	NA
SGIP1	483	1	0.072463768115942	479	0.967766992242729	NA	NA	37	35	Firth	NA	NA	NA
WDR78	483	1	0.0165631469979296	479	0.736997052999616	1	NA	1	1	ER	NA	NA	NA
SLC35D1	483	1	0.0020703933747412	479	0.227936224908243	1	NA	1	1	ER	NA	NA	NA
C1orf141	483	1	0.0062111801242236	479	0.870452182322387	1	NA	9	9	ER	NA	NA	NA
IL23R	483	2	0.0072463768115942	479	0.0541916412201768	2	2	65	64	MA	NA	NA	NA
DIRAS3	483	1	0.10351966873706	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
RPE65	483	2	0.0020703933747412	479	0.902566911040111	2	2	4	4	ER	NA	NA	NA
LRRC40	483	1	0.10351966873706	479	0.726678013881002	1	NA	1	1	ER	NA	NA	NA
CTH	483	3	0.0262249827467219	479	0.877488203508755	3	3	277	242	MA	NA	NA	NA
PTGER3	483	1	0.113871635610766	479	0.738996545818387	1	NA	2	2	ER	NA	NA	NA
NEGR1	483	1	0.173913043478261	479	0.278009061029992	1	NA	18	18	ER	NA	NA	NA
LRRIQ3	483	2	0.0248447204968944	479	0.449940376469497	2	2	2	2	ER	NA	NA	NA
FPGT-TNNI3K	483	3	0.0372670807453416	479	0.448601887126063	3	3	6	6	ER	NA	NA	NA
C1orf173	483	2	0.0797101449275362	479	0.851747238367152	2	2	2	2	ER	NA	NA	NA
CRYZ	483	2	0.0403726708074534	479	0.436916597126394	2	2	2	2	ER	NA	NA	NA
SLC44A5	483	1	0.0641821946169772	479	0.730311079000631	1	NA	1	1	ER	NA	NA	NA
ACADM	483	4	0.0082815734989648	479	0.408710975690529	4	4	26	26	ER.A	NA	NA	NA
RABGGTB	483	1	0.0041407867494824	479	0.228709410262331	1	NA	1	1	ER	NA	NA	NA
MSH4	483	4	0.0372670807453416	479	0.264543168650938	4	4	12	12	ER	NA	NA	NA
ZZZ3	483	3	0.126984126984127	479	0.108731832804669	3	2	2	2	ER	NA	NA	NA
FAM73A	483	1	0.0786749482401656	479	0.734858951490093	1	NA	1	1	ER	NA	NA	NA
NEXN	483	3	0.00483091787439614	479	0.45226470843312	3	3	193	164	MA	NA	NA	NA
IFI44L	483	2	0.0662525879917184	479	0.804103293394067	2	2	66	65	MA	NA	NA	NA
IFI44	483	3	0.064872325741891	479	0.813474767679056	3	3	5	5	ER	NA	NA	NA
LPHN2	483	5	0.0393374741200828	479	0.422319353727257	5	5	7	7	ER	NA	NA	NA
TTLL7	483	2	0.098343685300207	479	0.554246497974449	2	2	3	3	ER	NA	NA	NA
DNASE2B	483	3	0.0407177363699103	479	0.0197639493004333	3	3	6	6	ER	NA	NA	NA
RPF1	483	1	0.05175983436853	479	0.236941912016657	1	NA	1	1	ER	NA	NA	NA
CTBS	483	2	0.010351966873706	479	0.116858358973257	2	2	2	2	ER	NA	NA	NA
SSX2IP	483	1	0.0227743271221532	479	1	0	0	NA	NA	NA	NA	NA	NA
LPAR3	483	1	0.0579710144927536	479	0.714078109515348	1	NA	1	1	ER	NA	NA	NA
MCOLN2	483	1	0.0455486542443064	479	0.756558281141517	1	NA	2	2	ER	NA	NA	NA
SYDE2	483	2	0.0372670807453416	479	0.305279148837501	2	2	2	2	ER	NA	NA	NA
CYR61	483	3	0.00138026224982747	479	0.811619904014402	3	2	2	2	ER	NA	NA	NA
COL24A1	483	2	0.104554865424431	479	0.12340362646575	2	2	7	7	ER	NA	NA	NA
CLCA2	483	2	0.082815734989648	479	0.869401448550684	2	2	2	2	ER	NA	NA	NA
CLCA1	483	4	0.046583850931677	479	0.717118198928791	4	4	4	4	ER	NA	NA	NA
CLCA4	483	1	0.0993788819875776	479	0.81094663470267	1	NA	4	4	ER	NA	NA	NA
CCBL2	483	2	0.0351966873706004	479	0.519136871220299	2	2	3	3	ER	NA	NA	NA
GBP3	483	2	0.139751552795031	479	0.810223976813004	2	1	429	334	MA	NA	NA	NA
GBP1	483	3	0.0690131124913734	479	0.865207134343233	3	2	2	2	ER	NA	NA	NA
GBP2	483	1	0.0496894409937888	479	0.2316241502054	1	NA	1	1	ER	NA	NA	NA
GBP7	483	4	0.0139751552795031	479	0.716531637089008	4	4	5	5	ER	NA	NA	NA
GBP4	483	3	0.00966183574879227	479	0.422737327492764	3	3	10	10	ER	NA	NA	NA
GBP5	483	2	0.0113871635610766	479	0.395917157967058	2	2	4	4	ER	NA	NA	NA
GBP6	483	2	0.0424430641821946	479	0.911231241120761	2	2	8	8	ER	NA	NA	NA
LRRC8B	483	1	0.0496894409937888	479	0.716517818884788	1	NA	1	1	ER	NA	NA	NA
LRRC8D	483	1	0.0289855072463768	479	0.713036292128939	1	NA	1	1	ER	NA	NA	NA
ZNF644	483	2	0.0734989648033126	479	0.858708319342537	2	2	2	2	ER	NA	NA	NA
HFM1	483	3	0.0835058661145618	479	0.228017974704735	3	3	16	16	ER	NA	NA	NA
CDC7	483	1	0.0600414078674948	479	0.23595972626661	1	NA	1	1	ER	NA	NA	NA
TGFBR3	483	2	0.025879917184265	479	0.615049035674729	2	2	5	5	ER	NA	NA	NA
BRDT	483	2	0.0590062111801242	479	0.575578993969413	2	2	2	2	ER	NA	NA	NA
KIAA1107	483	4	0.0269151138716356	479	0.387458090291984	4	4	5	5	ER	NA	NA	NA
RPAP2	483	1	0.0165631469979296	479	0.242945285345673	1	NA	1	1	ER	NA	NA	NA
GFI1	483	1	0.0041407867494824	479	0.692761134824942	1	NA	1	1	ER	NA	NA	NA
EVI5	483	3	0.0738440303657695	479	0.915325917781079	3	3	3	3	ER	NA	NA	NA
FAM69A	483	1	0.0041407867494824	479	0.727933378987146	1	NA	1	1	ER	NA	NA	NA
CCDC18	483	1	0.0186335403726708	479	0.163824240023605	1	NA	3	3	ER	NA	NA	NA
BCAR3	483	5	0.00579710144927536	479	0.770496231530129	5	5	8	8	ER	NA	NA	NA
DNTTIP2	483	1	0.0020703933747412	479	0.68972640044785	1	NA	1	1	ER	NA	NA	NA
ABCA4	483	16	0.005175983436853	479	0.311028350751796	16	16	86	73	MA	NA	NA	NA
ARHGAP29	483	2	0.0217391304347826	479	0.544305243490389	2	2	2	2	ER	NA	NA	NA
SLC44A3	483	1	0.010351966873706	479	0.708883749479961	1	NA	1	1	ER	NA	NA	NA
DPYD	483	9	0.057740970784449	479	0.555207730782515	9	9	257	178	MA	NA	NA	NA
SNX7	483	2	0.0196687370600414	479	0.867669863088432	2	2	2	2	ER	NA	NA	NA
LPPR4	483	2	0.10351966873706	479	0.871596527772259	2	2	2	2	ER	NA	NA	NA
PALMD	483	2	0.113871635610766	479	0.211651786501875	2	2	3	3	ER	NA	NA	NA
FRRS1	483	2	0.0238095238095238	479	0.539242188063712	2	2	2	2	ER	NA	NA	NA
AGL	483	8	0.0056935817805383	479	0.0586013090921644	8	8	50	47	MA	NA	NA	NA
SASS6	483	3	0.0131124913733609	479	0.530147362800736	3	3	3	3	ER	NA	NA	NA
TRMT13	483	2	0.0590062111801242	479	0.871532601725341	2	2	2	2	ER	NA	NA	NA
DBT	483	3	0.0248447204968944	479	0.486457714696789	3	3	96	93	MA	NA	NA	NA
RTCA	483	3	0.0241545893719807	479	0.0452916219746336	3	3	3	3	ER	NA	NA	NA
S1PR1	483	1	0.0124223602484472	479	0.734596034732371	1	NA	1	1	ER	NA	NA	NA
COL11A1	483	1	0.0766045548654244	479	0.0836410283173636	NA	NA	181	165	Firth	NA	NA	NA
RNPC3	483	3	0.0579710144927536	479	0.572532820624678	3	3	3	3	ER	NA	NA	NA
AMY2B	483	2	0.0683229813664596	479	0.638937521359249	2	2	25	25	ER.A	NA	NA	NA
VAV3	483	4	0.0181159420289855	479	0.691370713324614	4	4	4	4	ER	NA	NA	NA
SLC25A24	483	2	0.0031055900621118	479	0.623163311392363	2	2	2	2	ER	NA	NA	NA
HENMT1	483	2	0.0113871635610766	479	0.542008007586595	2	2	2	2	ER	NA	NA	NA
FNDC7	483	3	0.0124223602484472	479	0.854045442586408	3	3	12	12	ER	NA	NA	NA
AKNAD1	483	1	0.0124223602484472	479	0.726773632341922	1	NA	1	1	ER	NA	NA	NA
GPSM2	483	2	0.0186335403726708	479	0.08295587806995	2	2	109	102	MA	NA	NA	NA
CLCC1	483	1	0.010351966873706	479	0.661869126435678	1	NA	1	1	ER	NA	NA	NA
WDR47	483	2	0.0279503105590062	479	0.516966402560047	2	2	4	4	ER	NA	NA	NA
C1orf194	483	1	0.0227743271221532	479	0.488055973614515	NA	NA	29	27	Firth	NA	NA	NA
KIAA1324	483	4	0.010351966873706	479	0.678086324651161	4	4	4	4	ER	NA	NA	NA
CELSR2	483	6	0.0527950310559006	479	0.370034449176738	6	6	20	19	ER	NA	NA	NA
PSRC1	483	1	0.0041407867494824	479	0.753708822228576	1	NA	2	2	ER	NA	NA	NA
MYBPHL	483	2	0.0010351966873706	479	0.734274608414961	2	2	8	8	ER	NA	NA	NA
SORT1	483	1	0.0579710144927536	479	0.23690474695019	1	NA	1	1	ER	NA	NA	NA
ATXN7L2	483	1	0	479	0.234269927607027	1	NA	1	1	ER	NA	NA	NA
CYB561D1	483	1	0.118012422360248	479	0.196002706929462	1	NA	1	1	ER	NA	NA	NA
AMPD2	483	1	0.0331262939958592	479	0.726678013881002	1	NA	1	1	ER	NA	NA	NA
GSTM4	483	1	0.010351966873706	479	0.0838623018424815	1	NA	7	7	ER	NA	NA	NA
GSTM3	483	1	0.0020703933747412	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
EPS8L3	483	2	0.0093167701863354	479	0.106477297672931	2	2	2	2	ER	NA	NA	NA
STRIP1	483	3	0.0213940648723257	479	0.917193087917915	3	3	3	3	ER	NA	NA	NA
SLC16A4	483	2	0.0807453416149068	479	0.230321863413147	2	1	1	1	ER	NA	NA	NA
LAMTOR5	483	1	0.0062111801242236	479	0.705928966670214	1	NA	1	1	ER	NA	NA	NA
KCNA10	483	4	0.0082815734989648	479	0.238992874763051	4	4	4	4	ER	NA	NA	NA
KCNA2	483	1	0.0062111801242236	479	0.153492255658353	1	NA	1	1	ER	NA	NA	NA
LRIF1	483	1	0.0124223602484472	479	0.705370564928829	1	NA	1	1	ER	NA	NA	NA
DRAM2	483	1	0.109730848861284	479	0.219429904413058	1	NA	1	1	ER	NA	NA	NA
DENND2D	483	3	0.00483091787439614	479	0.0305374996453264	3	3	6	6	ER	NA	NA	NA
CHI3L2	483	1	0.0062111801242236	479	0.143761730938396	1	NA	1	1	ER	NA	NA	NA
CHIA	483	3	0.0510697032436163	479	0.461663894779799	3	3	470	311	MA	NA	NA	NA
OVGP1	483	2	0.0486542443064182	479	0.783206710908941	2	1	46	43	MA	NA	NA	NA
WDR77	483	1	0.0041407867494824	479	0.22626143405375	1	NA	1	1	ER	NA	NA	NA
DDX20	483	2	0.005175983436853	479	0.939862740398805	2	2	14	14	ER	NA	NA	NA
WNT2B	483	1	0.0041407867494824	479	0.208920279774627	1	NA	1	1	ER	NA	NA	NA
ST7L	483	4	0.0150103519668737	479	0.877531016844641	4	4	12	12	ER	NA	NA	NA
MOV10	483	2	0.0559006211180124	479	0.45741180486421	2	2	2	2	ER	NA	NA	NA
SLC16A1	483	1	0	479	0.194545691026362	1	NA	1	1	ER	NA	NA	NA
LRIG2	483	1	0.0124223602484472	479	1	0	0	NA	NA	NA	NA	NA	NA
MAGI3	483	3	0.0317460317460317	479	0.637508240382719	3	3	3	3	ER	NA	NA	NA
PTPN22	483	4	0.0113871635610766	479	0.31848281558149	4	4	100	93	MA	NA	NA	NA
AP4B1	483	1	0.0062111801242236	479	0.73809656250939	1	NA	1	1	ER	NA	NA	NA
DCLRE1B	483	2	0.0175983436853002	479	0.0924298829817388	2	2	2	2	ER	NA	NA	NA
OLFML3	483	1	0.062111801242236	479	0.728865809955171	1	NA	2	2	ER	NA	NA	NA
DENND2C	483	2	0.015527950310559	479	0.683982114039444	2	2	9	9	ER	NA	NA	NA
AMPD1	483	10	0.00455486542443064	479	0.702811195521602	10	10	229	125	MA	NA	NA	NA
SYCP1	483	3	0.0372670807453416	479	0.932621302421682	3	3	4	4	ER	NA	NA	NA
TSPAN2	483	1	0.0062111801242236	479	0.13777125569708	1	NA	1	1	ER	NA	NA	NA
NGF	483	1	0.0351966873706004	479	0.896596904700001	1	NA	15	15	ER	NA	NA	NA
VANGL1	483	1	0.0041407867494824	479	0.657167354735617	1	NA	1	1	ER	NA	NA	NA
CASQ2	483	2	0.0289855072463768	479	0.433413754443326	2	2	3	3	ER	NA	NA	NA
IGSF3	483	1	0.0020703933747412	479	0.727996471758613	1	NA	1	1	ER	NA	NA	NA
PTGFRN	483	1	0.115942028985507	479	0.288562669621439	1	NA	5	5	ER	NA	NA	NA
CD101	483	5	0.0401656314699793	479	0.755475416993911	5	5	16	16	ER	NA	NA	NA
TTF2	483	3	0.0158730158730159	479	0.733279027804794	3	3	15	15	ER	NA	NA	NA
TRIM45	483	3	0.00897170462387854	479	0.501329524036024	3	3	10	10	ER	NA	NA	NA
GDAP2	483	2	0.116977225672878	479	0.096166131296709	2	2	2	2	ER	NA	NA	NA
WDR3	483	7	0.054421768707483	479	0.470001221728182	7	7	7	7	ER	NA	NA	NA
SPAG17	483	6	0.0634920634920635	479	0.67744195813452	6	5	6	6	ER	NA	NA	NA
HAO2	483	2	0.107660455486542	479	0.84143741789062	2	2	4	4	ER	NA	NA	NA
HSD3B1	483	3	0.0186335403726708	479	0.72493278973007	3	3	3	1	ER	NA	NA	NA
PHGDH	483	2	0.0031055900621118	479	0.294218887042996	2	2	2	2	ER	NA	NA	NA
ADAM30	483	4	0.0077639751552795	479	0.339884484606037	4	4	9	9	ER	NA	NA	NA
NOTCH2	483	4	0.0175983436853002	479	0.770877884497285	4	4	6	6	ER	NA	NA	NA
FCGR1B	483	1	0.0227743271221532	479	0.694654594810229	1	NA	1	1	ER	NA	NA	NA
PDE4DIP	483	2	0.159420289855072	479	1	2	0	0	0	NA	NA	NA	NA
HFE2	483	2	0.0031055900621118	479	0.87266778580963	2	2	2	2	ER	NA	NA	NA
TXNIP	483	2	0.0020703933747412	479	0.860008482734819	2	2	2	2	ER	NA	NA	NA
POLR3GL	483	1	0.0062111801242236	479	0.209632188304435	1	NA	1	1	ER	NA	NA	NA
RBM8A	483	1	0.0062111801242236	479	0.877965387605876	NA	NA	29	29	Firth	NA	NA	NA
ITGA10	483	2	0.0082815734989648	479	0.173909294103066	2	2	12	12	ER	NA	NA	NA
ANKRD35	483	4	0.0082815734989648	479	0.331348740782445	4	4	4	4	ER	NA	NA	NA
POLR3C	483	1	0.0269151138716356	479	0.243697300874587	1	NA	4	4	ER	NA	NA	NA
CD160	483	1	0.0165631469979296	479	0.726773632341922	1	NA	1	1	ER	NA	NA	NA
PDZK1	483	1	0.0227743271221532	479	0.730097321459279	1	NA	1	1	ER	NA	NA	NA
FMO5	483	3	0.0186335403726708	479	0.866071862776861	3	2	2	2	ER	NA	NA	NA
CHD1L	483	4	0.0460662525879917	479	0.829192822967512	4	4	4	4	ER	NA	NA	NA
BCL9	483	1	0.0020703933747412	479	0.605998861032438	1	NA	8	8	ER	NA	NA	NA
GJA5	483	1	0.0890269151138716	479	0.198003225405028	1	NA	1	1	ER	NA	NA	NA
GJA8	483	2	0.0093167701863354	479	0.536640901508541	2	2	8	8	ER	NA	NA	NA
NBPF15	483	1	0.0020703933747412	479	0.726103557007175	1	NA	1	1	ER	NA	NA	NA
MTMR11	483	3	0.00966183574879227	479	0.303283051061678	3	3	11	11	ER	NA	NA	NA
OTUD7B	483	2	0.0165631469979296	479	0.862565321574519	2	2	2	2	ER	NA	NA	NA
C1orf51	483	1	0.0041407867494824	479	0.238934721636757	1	NA	1	1	ER	NA	NA	NA
ECM1	483	3	0.00552104899930987	479	0.00204508670305287	3	3	15	15	ER	NA	NA	NA
ADAMTSL4	483	2	0.0020703933747412	479	0.340328248857599	2	2	2	2	ER	NA	NA	NA
GOLPH3L	483	1	0.031055900621118	479	0.230613342766594	1	NA	1	1	ER	NA	NA	NA
ARNT	483	1	0.0082815734989648	479	0.20459867153658	1	NA	1	1	ER	NA	NA	NA
SETDB1	483	1	0.010351966873706	479	0.691118745050601	1	NA	1	1	ER	NA	NA	NA
ANXA9	483	2	0.111801242236025	479	0.55144385118026	2	1	127	117	MA	NA	NA	NA
FAM63A	483	2	0.0579710144927536	479	0.907112172612891	2	2	6	6	ER	NA	NA	NA
PRUNE	483	2	0.015527950310559	479	0.527305680129492	2	2	4	4	ER	NA	NA	NA
BNIPL	483	2	0.005175983436853	479	0.45689802115553	2	2	2	2	ER	NA	NA	NA
C1orf56	483	1	0.0434782608695652	479	0.227548976514547	1	NA	1	1	ER	NA	NA	NA
TMOD4	483	3	0.0200138026224983	479	0.36814340355446	3	3	4	4	ER	NA	NA	NA
PSMD4	483	1	0.0020703933747412	479	0.20576206893891	1	NA	1	1	ER	NA	NA	NA
ZNF687	483	2	0.112836438923395	479	0.223141949670439	2	1	1	1	ER	NA	NA	NA
PSMB4	483	1	0.0062111801242236	479	0.73804531682115	1	NA	1	1	ER	NA	NA	NA
POGZ	483	1	0.010351966873706	479	0.213790923405187	1	NA	1	1	ER	NA	NA	NA
CGN	483	4	0.0227743271221532	479	0.438114006324436	4	4	7	7	ER	NA	NA	NA
TUFT1	483	2	0.0227743271221532	479	0.685189526059769	2	2	4	4	ER	NA	NA	NA
SNX27	483	1	0.0082815734989648	479	0.715697603896519	1	NA	1	1	ER	NA	NA	NA
MRPL9	483	1	0.0020703933747412	479	0.818059505079505	1	NA	4	4	ER	NA	NA	NA
LINGO4	483	2	0.0496894409937888	479	0.244334264203795	2	2	7	7	ER	NA	NA	NA
TCHHL1	483	2	0.0766045548654244	479	0.686408753534514	2	2	5	5	ER	NA	NA	NA
TCHH	483	2	0.0031055900621118	479	0.627540991836854	2	2	2	2	ER	NA	NA	NA
HRNR	483	1	0	479	0.223230224416223	1	NA	1	1	ER	NA	NA	NA
FLG	483	5	0.00993788819875776	479	0.364637473400308	5	5	30	29	ER.A	NA	NA	NA
FLG2	483	1	0.136645962732919	479	0.985484941190277	NA	NA	128	117	Firth	NA	NA	NA
KPRP	483	1	0.0082815734989648	479	0.692646653641111	1	NA	1	1	ER	NA	NA	NA
PGLYRP3	483	1	0.0062111801242236	479	0.673320650858794	NA	NA	21	21	Firth	NA	NA	NA
PGLYRP4	483	2	0.0186335403726708	479	0.79988581808719	2	2	2	2	ER	NA	NA	NA
S100A3	483	1	0.0082815734989648	479	0.873172616947425	1	NA	9	9	ER	NA	NA	NA
S100A16	483	1	0.0124223602484472	479	0.221374762876628	1	NA	1	1	ER	NA	NA	NA
S100A1	483	1	0.10351966873706	479	0.691647834096399	1	NA	1	1	ER	NA	NA	NA
CHTOP	483	1	0.0041407867494824	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
NPR1	483	1	0.0062111801242236	479	0.739760151342211	1	NA	1	1	ER	NA	NA	NA
SLC27A3	483	2	0.0424430641821946	479	0.872105399517402	2	2	2	2	ER	NA	NA	NA
CREB3L4	483	2	0.0734989648033126	479	0.820167363107644	2	2	2	2	ER	NA	NA	NA
JTB	483	1	0.0020703933747412	479	0.203044462504136	1	NA	1	1	ER	NA	NA	NA
TPM3	483	1	0.0041407867494824	479	0.245935669060715	1	NA	1	1	ER	NA	NA	NA
C1orf189	483	1	0.082815734989648	479	0.850886623755119	1	NA	7	7	ER	NA	NA	NA
HAX1	483	1	0	479	0.72493278973007	1	NA	1	1	ER	NA	NA	NA
ATP8B2	483	1	0.0082815734989648	479	0.233818095329681	1	NA	1	1	ER	NA	NA	NA
IL6R	483	1	0.05175983436853	479	0.243827975117548	NA	NA	394	309	Firth	NA	NA	NA
SHE	483	1	0.142857142857143	479	0.114374426047538	1	NA	2	2	ER	NA	NA	NA
UBE2Q1	483	1	0.0020703933747412	479	0.19439502755917	1	NA	1	1	ER	NA	NA	NA
CHRNB2	483	1	0	479	0.16707750412448	1	NA	1	1	ER	NA	NA	NA
ADAR	483	1	0	479	0.795056268042007	1	NA	3	3	ER	NA	NA	NA
PMVK	483	2	0.098343685300207	479	0.545300068342639	2	2	2	2	ER	NA	NA	NA
PBXIP1	483	2	0.0072463768115942	479	0.161128491336344	2	2	2	2	ER	NA	NA	NA
PYGO2	483	1	0.0020703933747412	479	0.224742033495855	1	NA	1	1	ER	NA	NA	NA
FLAD1	483	3	0.0552104899930987	479	0.65416853775104	3	3	3	3	ER	NA	NA	NA
DCST2	483	1	0.0269151138716356	479	0.723276575213825	1	NA	1	1	ER	NA	NA	NA
DCST1	483	2	0.0031055900621118	479	0.566662311523372	2	2	2	2	ER	NA	NA	NA
ADAM15	483	3	0.0634920634920635	479	0.270636164884266	3	2	2	2	ER	NA	NA	NA
EFNA3	483	1	0.192546583850932	479	0.74655821115822	1	NA	1	1	ER	NA	NA	NA
SLC50A1	483	1	0	479	0.790081719382041	1	NA	3	3	ER	NA	NA	NA
DPM3	483	1	0.0020703933747412	479	0.72252774133425	1	NA	1	1	ER	NA	NA	NA
THBS3	483	2	0.0020703933747412	479	0.83455818140221	2	2	2	2	ER	NA	NA	NA
GBA	483	2	0.0010351966873706	479	0.637711636392115	2	2	14	14	ER	NA	NA	NA
FAM189B	483	2	0.0113871635610766	479	0.0830184359791281	2	2	2	2	ER	NA	NA	NA
PKLR	483	2	0.0041407867494824	479	0.442312939153742	2	2	3	3	ER	NA	NA	NA
RUSC1	483	1	0.0062111801242236	479	0.807255880725519	1	NA	4	4	ER	NA	NA	NA
YY1AP1	483	1	0.0020703933747412	479	0.210608687081049	1	NA	1	1	ER	NA	NA	NA
RXFP4	483	2	0.0631469979296066	479	0.346546865348858	2	2	3	2	ER	NA	NA	NA
ARHGEF2	483	1	0.0041407867494824	479	0.65406295072581	1	NA	1	1	ER	NA	NA	NA
MEX3A	483	1	0.0745341614906832	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
LMNA	483	1	0.0848861283643892	479	0.229858739103999	1	NA	1	1	ER	NA	NA	NA
SEMA4A	483	2	0.0631469979296066	479	0.57683076219385	2	2	45	42	MA	NA	NA	NA
SLC25A44	483	1	0.0062111801242236	479	0.674015615952225	1	NA	1	1	ER	NA	NA	NA
TMEM79	483	1	0.010351966873706	479	0.744404509090303	1	NA	2	2	ER	NA	NA	NA
TSACC	483	1	0.020703933747412	479	0.724033561276167	1	NA	19	19	ER	NA	NA	NA
RHBG	483	5	0.0583850931677019	479	0.0307304861465829	5	4	423	318	MA	NA	NA	NA
IQGAP3	483	4	0.015527950310559	479	0.815200464398695	4	4	4	4	ER	NA	NA	NA
TTC24	483	2	0.0910973084886128	479	0.0861080157509218	2	2	19	19	ER	NA	NA	NA
APOA1BP	483	1	0.0082815734989648	479	0.237728830138389	1	NA	1	1	ER	NA	NA	NA
GPATCH4	483	2	0.0082815734989648	479	0.691647834096399	2	1	1	1	ER	NA	NA	NA
BCAN	483	1	0.0910973084886128	479	0.736840770682362	1	NA	2	2	ER	NA	NA	NA
