Gene	Estimate	SE	P.Wald	P.LRT	P.Score
1906	POLR3G	-13.541	535.411	0.98	0.244	0.324
1907	PRDX6	-13.544	535.411	0.98	0.244	0.324
1908	RBL2	-13.54	535.411	0.98	0.244	0.324
1909	RUFY4	-13.541	535.411	0.98	0.244	0.324
1910	SCUBE2	-13.54	535.411	0.98	0.244	0.325
1911	SERPINB4	-13.54	535.411	0.98	0.244	0.324
1912	SH3D21	-13.54	535.411	0.98	0.244	0.325
1913	SHQ1	13.542	535.411	0.98	0.244	0.324
1914	SLC12A8	-13.54	535.411	0.98	0.244	0.325
1915	SLC15A5	13.545	535.411	0.98	0.244	0.324
1916	SLC22A23	-13.541	535.411	0.98	0.244	0.324
1917	SLC25A18	-13.542	535.411	0.98	0.244	0.325
1918	SLC30A8	13.545	535.411	0.98	0.244	0.324
1919	SPATA31A1	13.542	535.411	0.98	0.244	0.324
1920	TRIM44	13.544	535.411	0.98	0.244	0.324
1921	TTC32	13.539	535.411	0.98	0.244	0.325
1922	VNN2	-13.556	535.411	0.98	0.244	0.324
1923	WDR5B	-13.556	535.411	0.98	0.244	0.324
1924	YY1AP1	13.547	535.411	0.98	0.244	0.324
1925	ZNF253	13.542	535.411	0.98	0.244	0.324
1926	ZNF259	13.542	535.411	0.98	0.244	0.324
1927	ZNF678	-13.546	535.411	0.98	0.244	0.324
1928	AAAS	13.539	535.411	0.98	0.245	0.325
1929	ACR	13.732	535.412	0.98	0.245	0.324
1930	AFM	13.732	535.412	0.98	0.245	0.324
1931	AGTR2	-13.539	535.411	0.98	0.245	0.326
1932	APBA3	13.542	535.411	0.98	0.245	0.325
1933	ARHGAP9	-13.542	535.411	0.98	0.245	0.325
1934	ATG12	-13.539	535.411	0.98	0.245	0.326
1935	B3GNTL1	13.54	535.411	0.98	0.245	0.325
1936	C1orf50	13.535	535.411	0.98	0.245	0.326
1937	CCDC157	13.535	535.411	0.98	0.245	0.326
1938	CDADC1	13.539	535.411	0.98	0.245	0.325
1939	CDK5RAP2	13.532	535.411	0.98	0.245	0.326
1940	CLEC2A	13.535	535.411	0.98	0.245	0.326
1941	CSN1S1	13.536	535.411	0.98	0.245	0.326
1942	CXorf28	13.532	535.411	0.98	0.245	0.326
1943	DIMT1	13.539	535.411	0.98	0.245	0.325
1944	DXO	13.54	535.411	0.98	0.245	0.325
1945	EFR3A	-13.539	535.411	0.98	0.245	0.326
1946	ENPP6	13.54	535.411	0.98	0.245	0.325
1947	F13A1	-13.539	535.411	0.98	0.245	0.326
1948	GAB1	13.539	535.411	0.98	0.245	0.325
1949	GFY	13.54	535.411	0.98	0.245	0.325
1950	GPNMB	13.54	535.411	0.98	0.245	0.325
1951	HEMGN	13.532	535.411	0.98	0.245	0.326
1952	IFIT3	13.542	535.411	0.98	0.245	0.325
1953	IL9	-13.542	535.411	0.98	0.245	0.325
1954	KRBA2	13.732	535.412	0.98	0.245	0.324
1955	KRT85	13.542	535.411	0.98	0.245	0.325
1956	LIN52	-13.542	535.411	0.98	0.245	0.325
1957	LRRC23	13.535	535.411	0.98	0.245	0.326
1958	LYRM1	13.535	535.411	0.98	0.245	0.326
1959	MFHAS1	13.54	535.411	0.98	0.245	0.325
1960	MIA2	-13.542	535.411	0.98	0.245	0.325
1961	NPFFR1	13.539	535.411	0.98	0.245	0.325
1962	NUMA1	13.539	535.411	0.98	0.245	0.325
1963	OR11H4	13.732	535.412	0.98	0.245	0.324
1964	OR14C36	13.732	535.412	0.98	0.245	0.324
1965	PDE11A	-0.936	0.846	0.268	0.245	0.252
1966	PIPOX	13.535	535.411	0.98	0.245	0.326
1967	PLA2G2F	13.732	535.412	0.98	0.245	0.324
1968	PLA2G4E	13.535	535.411	0.98	0.245	0.326
1969	PNPLA3	13.535	535.411	0.98	0.245	0.326
1970	PPCDC	13.537	535.411	0.98	0.245	0.325
1971	PSMD8	-13.538	535.411	0.98	0.245	0.326
1972	PTPRB	-13.539	535.411	0.98	0.245	0.326
1973	RHBDL2	13.536	535.411	0.98	0.245	0.326
1974	RNF39	13.542	535.411	0.98	0.245	0.325
1975	SCAMP2	13.542	535.411	0.98	0.245	0.325
1976	SCLT1	-13.538	535.411	0.98	0.245	0.326
1977	SHC1	-0.931	0.843	0.269	0.245	0.253
1978	SLC9A3R1	13.54	535.411	0.98	0.245	0.325
1979	TBCK	13.536	535.411	0.98	0.245	0.326
1980	TMEM161B	13.732	535.412	0.98	0.245	0.324
1981	TRAJ52	13.732	535.412	0.98	0.245	0.324
1982	TRO	13.54	535.411	0.98	0.245	0.325
1983	TRPT1	-13.539	535.411	0.98	0.245	0.326
1984	TTLL10	13.732	535.412	0.98	0.245	0.324
1985	UGT2B11	13.732	535.412	0.98	0.245	0.324
1986	VEGFA	13.537	535.411	0.98	0.245	0.325
1987	ZNF578	13.532	535.411	0.98	0.245	0.326
1988	ZNF830	-13.542	535.411	0.98	0.245	0.325
1989	AKR1C2	-13.533	535.411	0.98	0.246	0.327
1990	AMFR	-13.532	535.411	0.98	0.246	0.327
1991	ANGEL1	13.529	535.411	0.98	0.246	0.328
1992	APOBEC3B	13.532	535.411	0.98	0.246	0.327
1993	ATRAID	-13.534	535.411	0.98	0.246	0.327
1994	BRWD1	-6.767	267.706	0.98	0.246	0.327
1995	C16orf91	13.532	535.411	0.98	0.246	0.328
1996	C19orf67	-13.532	535.411	0.98	0.246	0.327
1997	C9orf131	13.532	535.411	0.98	0.246	0.327
1998	CCHCR1	-0.156	0.134	0.247	0.246	0.246
1999	CD244	-13.539	535.411	0.98	0.246	0.328
2000	CEACAM6	-13.535	535.411	0.98	0.246	0.327
2001	CISD3	13.532	535.411	0.98	0.246	0.328
2002	CLPSL2	-13.532	535.411	0.98	0.246	0.327
2003	COBL	-13.526	535.411	0.98	0.246	0.328
2004	COPE	13.53	535.411	0.98	0.246	0.327
2005	CYP2A13	13.532	535.411	0.98	0.246	0.328
2006	DCST2	13.532	535.411	0.98	0.246	0.327
2007	DDX59	13.53	535.411	0.98	0.246	0.327
2008	DMXL1	13.531	535.411	0.98	0.246	0.328
2009	DNM2	-13.533	535.411	0.98	0.246	0.327
2010	DNTTIP2	-13.532	535.411	0.98	0.246	0.327
2011	DSCR8	0.644	0.567	0.256	0.246	0.249
2012	EEF2K	-13.535	535.411	0.98	0.246	0.327
2013	EPAS1	-13.539	535.411	0.98	0.246	0.328
2014	EPB41	-13.526	535.411	0.98	0.246	0.328
2015	FAM136A	13.53	535.411	0.98	0.246	0.327
2016	FAM205B	13.532	535.411	0.98	0.246	0.328
2017	FCGBP	-13.534	535.411	0.98	0.246	0.327
2018	FKBP4	13.53	535.411	0.98	0.246	0.327
2019	GBA	-13.533	535.411	0.98	0.246	0.327
2020	GBP1	13.532	535.411	0.98	0.246	0.327
2021	GDE1	-13.539	535.411	0.98	0.246	0.328
2022	GJB7	13.529	535.411	0.98	0.246	0.328
2023	GLDC	13.532	535.411	0.98	0.246	0.327
2024	GPATCH2L	13.531	535.411	0.98	0.246	0.327
2025	GPR156	-13.53	535.411	0.98	0.246	0.327
2026	GPT	13.53	535.411	0.98	0.246	0.327
2027	HIST1H4F	-13.53	535.411	0.98	0.246	0.327
2028	INHBE	13.531	535.411	0.98	0.246	0.327
2029	INPP5F	-13.533	535.411	0.98	0.246	0.327
2030	LAP3	13.53	535.411	0.98	0.246	0.327
2031	MCAM	13.531	535.411	0.98	0.246	0.328
2032	MLPH	13.531	535.411	0.98	0.246	0.327
2033	MLST8	-13.532	535.411	0.98	0.246	0.327
2034	MYOZ2	-13.532	535.411	0.98	0.246	0.327
2035	NCAPD3	13.532	535.411	0.98	0.246	0.328
2036	NEK5	13.532	535.411	0.98	0.246	0.327
2037	NWD1	-13.532	535.411	0.98	0.246	0.327
2038	OR2B2	-13.53	535.411	0.98	0.246	0.327
2039	ORC6	13.532	535.411	0.98	0.246	0.328
2040	OVGP1	-6.767	267.706	0.98	0.246	0.327
2041	PAPL	13.532	535.411	0.98	0.246	0.327
2042	PCDHB3	13.53	535.411	0.98	0.246	0.327
2043	PENK	-13.526	535.411	0.98	0.246	0.328
2044	PGAM5	13.532	535.411	0.98	0.246	0.327
2045	PLEK2	-13.539	535.411	0.98	0.246	0.328
2046	PPP1R36	13.532	535.411	0.98	0.246	0.327
2047	PRUNE2	-13.532	535.411	0.98	0.246	0.327
2048	RAB27A	-13.53	535.411	0.98	0.246	0.327
2049	RASAL3	13.532	535.411	0.98	0.246	0.327
2050	RFTN1	-13.534	535.411	0.98	0.246	0.327
2051	RGS12	13.531	535.411	0.98	0.246	0.327
2052	RHOBTB3	13.53	535.411	0.98	0.246	0.327
2053	RPGRIP1	13.53	535.411	0.98	0.246	0.327
2054	SARDH	13.531	535.411	0.98	0.246	0.328
2055	SIGIRR	13.532	535.411	0.98	0.246	0.327
2056	SLC29A2	13.532	535.411	0.98	0.246	0.327
2057	SMCO2	13.531	535.411	0.98	0.246	0.327
2058	SNTG2	13.529	535.411	0.98	0.246	0.328
2059	STARD3	13.531	535.411	0.98	0.246	0.327
2060	TCOF1	13.532	535.411	0.98	0.246	0.327
2061	TEP1	-13.53	535.411	0.98	0.246	0.327
2062	THBS3	-13.539	535.411	0.98	0.246	0.328
2063	TRAV7	-13.532	535.411	0.98	0.246	0.327
2064	TRPC6	13.529	535.411	0.98	0.246	0.328
2065	TRPM6	13.531	535.411	0.98	0.246	0.327
2066	UGT1A6	13.53	535.411	0.98	0.246	0.327
2067	ZFHX4	13.531	535.411	0.98	0.246	0.327
2068	ZNF223	-13.534	535.411	0.98	0.246	0.327
2069	ZNF415	-13.534	535.411	0.98	0.246	0.327
2070	ZNF701	13.531	535.411	0.98	0.246	0.328
2071	ADNP	13.525	535.411	0.98	0.247	0.328
2072	CACNG5	13.523	535.411	0.98	0.247	0.329
2073	CAPSL	13.521	535.411	0.98	0.247	0.329
2074	CD276	-13.522	535.411	0.98	0.247	0.329
2075	CDK17	-13.522	535.411	0.98	0.247	0.329
2076	CDK3	13.525	535.411	0.98	0.247	0.329
2077	CFI	-13.523	535.411	0.98	0.247	0.329
2078	COIL	-13.522	535.411	0.98	0.247	0.329
2079	CYB561D2	-13.522	535.411	0.98	0.247	0.329
2080	DCST1	-13.522	535.411	0.98	0.247	0.329
2081	FAM105A	-13.526	535.411	0.98	0.247	0.329
2082	FBXO27	13.523	535.411	0.98	0.247	0.329
2083	GEM	-13.522	535.411	0.98	0.247	0.329
2084	GNG13	-13.522	535.411	0.98	0.247	0.329
2085	HBM	13.525	535.411	0.98	0.247	0.329
2086	HEPACAM2	13.523	535.411	0.98	0.247	0.329
2087	HOXA3	-13.526	535.411	0.98	0.247	0.329
2088	HSD17B12	-13.523	535.411	0.98	0.247	0.329
2089	KLB	-13.522	535.411	0.98	0.247	0.329
2090	KLC3	13.523	535.411	0.98	0.247	0.329
2091	LAMB1	-13.526	535.411	0.98	0.247	0.329
2092	MAN2A2	13.525	535.411	0.98	0.247	0.329
2093	MMADHC	13.525	535.411	0.98	0.247	0.329
2094	MNDA	-13.526	535.411	0.98	0.247	0.329
2095	MUC15	13.523	535.411	0.98	0.247	0.329
2096	NBEAL2	-13.526	535.411	0.98	0.247	0.329
2097	OR10Z1	-13.522	535.411	0.98	0.247	0.329
2098	PAK6	-13.522	535.411	0.98	0.247	0.329
2099	PEPD	13.525	535.411	0.98	0.247	0.329
2100	PPP3R2	13.523	535.411	0.98	0.247	0.329
2101	PRDX3	13.523	535.411	0.98	0.247	0.329
2102	PVRIG	-13.522	535.411	0.98	0.247	0.329
2103	RBM4	-13.526	535.411	0.98	0.247	0.329
2104	RFT1	-13.526	535.411	0.98	0.247	0.329
2105	RNF144A	-13.523	535.411	0.98	0.247	0.329
2106	RNF19B	-13.526	535.411	0.98	0.247	0.329
2107	RPAP2	-13.526	535.411	0.98	0.247	0.329
2108	SAAL1	13.523	535.411	0.98	0.247	0.329
2109	SCARF1	-13.523	535.411	0.98	0.247	0.329
2110	SECISBP2	-13.526	535.411	0.98	0.247	0.329
2111	SEMA5A	-13.523	535.411	0.98	0.247	0.329
2112	SLC27A5	-13.522	535.411	0.98	0.247	0.329
2113	STK4	13.525	535.411	0.98	0.247	0.329
2114	TEAD2	-13.522	535.411	0.98	0.247	0.329
2115	TMCC3	13.523	535.411	0.98	0.247	0.329
2116	TTC31	-13.526	535.411	0.98	0.247	0.329
2117	WDR17	-13.523	535.411	0.98	0.247	0.329
2118	WWP2	13.521	535.411	0.98	0.247	0.329
2119	ZFP14	13.521	535.411	0.98	0.247	0.329
2120	ZNF329	13.523	535.411	0.98	0.247	0.329
2121	ACLY	13.52	535.411	0.98	0.248	0.33
2122	ADAM19	13.528	535.411	0.98	0.248	0.33
2123	ADCY10	-13.522	535.411	0.98	0.248	0.33
2124	ANKRD26P1	13.528	535.411	0.98	0.248	0.33
2125	ANKRD53	13.519	535.411	0.98	0.248	0.33
2126	ANXA10	13.524	535.411	0.98	0.248	0.33
2127	AP000679.2	-13.522	535.411	0.98	0.248	0.329
2128	AP4M1	13.519	535.411	0.98	0.248	0.33
2129	APAF1	13.525	535.411	0.98	0.248	0.33
2130	APCS	13.525	535.411	0.98	0.248	0.33
2131	ARHGAP29	-13.532	535.411	0.98	0.248	0.329
2132	C3orf36	13.516	535.411	0.98	0.248	0.33
2133	C4orf22	-13.536	535.411	0.98	0.248	0.33
2134	C6orf57	13.517	535.411	0.98	0.248	0.33
2135	CD300E	13.52	535.411	0.98	0.248	0.33
2136	CORO7	13.525	535.411	0.98	0.248	0.33
2137	CRYBB3	13.52	535.411	0.98	0.248	0.33
2138	CYR61	13.516	535.411	0.98	0.248	0.33
2139	DDO	13.525	535.411	0.98	0.248	0.33
2140	DENND6B	-13.536	535.411	0.98	0.248	0.33
2141	DNAH5	13.524	535.411	0.98	0.248	0.33
2142	FAM124B	13.526	535.411	0.98	0.248	0.33
2143	FAM21A	6.76	267.706	0.98	0.248	0.33
2144	FIG4	13.519	535.411	0.98	0.248	0.33
2145	G6PC	13.519	535.411	0.98	0.248	0.33
2146	GPR35	-13.536	535.411	0.98	0.248	0.33
2147	GSTK1	13.519	535.411	0.98	0.248	0.33
2148	IFT172	13.517	535.411	0.98	0.248	0.33
2149	KLHDC1	-13.522	535.411	0.98	0.248	0.329
2150	KRTAP4-9	13.519	535.411	0.98	0.248	0.33
2151	LENG9	-13.522	535.411	0.98	0.248	0.329
2152	LRRFIP2	13.524	535.411	0.98	0.248	0.33
2153	MAL2	13.524	535.411	0.98	0.248	0.33
2154	MTTP	13.519	535.411	0.98	0.248	0.33
2155	MZF1	-13.522	535.411	0.98	0.248	0.329
2156	NPAT	-13.532	535.411	0.98	0.248	0.329
2157	NR2E3	-6.762	267.706	0.98	0.248	0.33
2158	OR5AK2	-13.522	535.411	0.98	0.248	0.329
2159	PALD1	13.52	535.411	0.98	0.248	0.33
2160	PCDH15	13.519	535.411	0.98	0.248	0.33
2161	PEX1	13.525	535.411	0.98	0.248	0.33
2162	PKD2L1	13.516	535.411	0.98	0.248	0.33
2163	PREPL	-13.522	535.411	0.98	0.248	0.329
2164	PTGIR	13.526	535.411	0.98	0.248	0.33
2165	PTPN20B	13.52	535.411	0.98	0.248	0.33
2166	RARS2	13.519	535.411	0.98	0.248	0.33
2167	RFPL4B	-13.522	535.411	0.98	0.248	0.33
2168	RNF207	-13.522	535.411	0.98	0.248	0.329
2169	RP11-321F6.1	13.52	535.411	0.98	0.248	0.33
2170	SACM1L	13.516	535.411	0.98	0.248	0.33
2171	SLC28A2	13.525	535.411	0.98	0.248	0.33
2172	SLCO6A1	13.526	535.411	0.98	0.248	0.33
2173	SLFN5	13.525	535.411	0.98	0.248	0.33
2174	SVOP	13.526	535.411	0.98	0.248	0.33
2175	SYTL5	13.519	535.411	0.98	0.248	0.33
2176	TBP	-13.532	535.411	0.98	0.248	0.329
2177	TBXA2R	13.52	535.411	0.98	0.248	0.33
2178	TGFBR3L	13.52	535.411	0.98	0.248	0.33
2179	TMEM220	13.526	535.411	0.98	0.248	0.33
2180	TPI1	13.519	535.411	0.98	0.248	0.33
2181	TRAPPC9	13.519	535.411	0.98	0.248	0.33
2182	TRAV40	13.52	535.411	0.98	0.248	0.33
2183	USP54	13.519	535.411	0.98	0.248	0.33
2184	ZCCHC18	13.525	535.411	0.98	0.248	0.33
2185	ZNF222	-13.536	535.411	0.98	0.248	0.33
2186	ZNF229	-0.933	0.849	0.272	0.248	0.256
2187	ZNF737	13.526	535.411	0.98	0.248	0.33
2188	ZNF804A	13.52	535.411	0.98	0.248	0.33
2189	ZNF805	-13.536	535.411	0.98	0.248	0.33
2190	APOA1BP	13.511	535.411	0.98	0.249	0.332
2191	ATIC	-13.518	535.411	0.98	0.249	0.331
2192	ATP12A	-13.514	535.411	0.98	0.249	0.331
2193	ATP2A3	13.513	535.411	0.98	0.249	0.331
2194	BAG5	-13.518	535.411	0.98	0.249	0.331
2195	BBS9	13.514	535.411	0.98	0.249	0.331
2196	C16orf71	13.511	535.411	0.98	0.249	0.332
2197	C6orf118	13.512	535.411	0.98	0.249	0.332
2198	CD101	-13.51	535.411	0.98	0.249	0.332
2199	CES3	-13.518	535.411	0.98	0.249	0.331
2200	CHRNA5	13.514	535.411	0.98	0.249	0.331
2201	COLGALT2	13.514	535.411	0.98	0.249	0.331
2202	CPN1	-13.518	535.411	0.98	0.249	0.331
2203	DDIT3	13.514	535.411	0.98	0.249	0.331
2204	DNAJC3	-13.515	535.411	0.98	0.249	0.331
2205	DPYS	-13.517	535.411	0.98	0.249	0.331
2206	EDN3	-13.514	535.411	0.98	0.249	0.331
2207	EMILIN3	13.514	535.411	0.98	0.249	0.331
2208	ENAH	-13.514	535.411	0.98	0.249	0.331
2209	FAM217A	13.512	535.411	0.98	0.249	0.332
2210	GADL1	13.512	535.411	0.98	0.249	0.332
2211	GPR75-ASB3	-13.51	535.411	0.98	0.249	0.332
2212	GRID2IP	-13.51	535.411	0.98	0.249	0.332
2213	HOXB8	13.514	535.411	0.98	0.249	0.331
2214	IGHV1-45	13.514	535.411	0.98	0.249	0.331
2215	INHBC	13.513	535.411	0.98	0.249	0.331
2216	INMT	-13.514	535.411	0.98	0.249	0.331
2217	JMJD1C	-13.518	535.411	0.98	0.249	0.331
2218	KIF21A	-13.514	535.411	0.98	0.249	0.331
2219	KRT18	-13.518	535.411	0.98	0.249	0.331
2220	MPL	-13.544	535.411	0.98	0.249	0.331
2221	NARS	-13.518	535.411	0.98	0.249	0.331
2222	NOD1	13.513	535.411	0.98	0.249	0.331
2223	NPIPA5	-13.544	535.411	0.98	0.249	0.331
2224	OR52E6	13.511	535.411	0.98	0.249	0.332
2225	P2RY2	13.514	535.411	0.98	0.249	0.331
2226	RASGEF1C	-13.544	535.411	0.98	0.249	0.331
2227	RBM12	-13.514	535.411	0.98	0.249	0.331
2228	SHBG	13.514	535.411	0.98	0.249	0.331
2229	SLC26A10	0.698	0.623	0.263	0.249	0.254
2230	SLC2A8	13.514	535.411	0.98	0.249	0.331
2231	SLC44A5	13.514	535.411	0.98	0.249	0.331
2232	SLC5A10	13.514	535.411	0.98	0.249	0.331
2233	SLCO1A2	-13.514	535.411	0.98	0.249	0.331
2234	STAT6	-13.51	535.411	0.98	0.249	0.332
2235	TARS2	13.514	535.411	0.98	0.249	0.331
2236	TRAPPC2	-13.544	535.411	0.98	0.249	0.331
2237	VWA9	-13.51	535.411	0.98	0.249	0.332
2238	YLPM1	13.512	535.411	0.98	0.249	0.332
2239	ZBTB39	13.511	535.411	0.98	0.249	0.332
2240	ZFYVE19	-13.515	535.411	0.98	0.249	0.331
2241	ZNF142	-13.515	535.411	0.98	0.249	0.331
2242	ZSCAN32	13.513	535.411	0.98	0.249	0.331
2243	ZSCAN5B	13.514	535.411	0.98	0.249	0.331
2244	ARHGEF16	-13.531	535.411	0.98	0.25	0.333
2245	C19orf73	13.51	535.411	0.98	0.25	0.332
2246	CAPNS1	13.509	535.411	0.98	0.25	0.333
2247	CCDC8	-13.508	535.411	0.98	0.25	0.332
2248	CDH15	13.51	535.411	0.98	0.25	0.332
2249	CHDH	13.505	535.411	0.98	0.25	0.333
2250	DBH	-13.508	535.411	0.98	0.25	0.332
2251	DNAH17	13.51	535.411	0.98	0.25	0.332
2252	EIF1AD	-13.508	535.411	0.98	0.25	0.332
2253	EIF3K	-13.531	535.411	0.98	0.25	0.333
2254	FAM98C	13.505	535.411	0.98	0.25	0.333
2255	GPR126	13.51	535.411	0.98	0.25	0.332
2256	HIST1H4D	13.505	535.411	0.98	0.25	0.333
2257	IGHV1OR21-1	13.505	535.411	0.98	0.25	0.333
2258	IGKV1D-8	13.509	535.411	0.98	0.25	0.333
2259	JPH2	13.51	535.411	0.98	0.25	0.332
2260	KIAA1430	13.509	535.411	0.98	0.25	0.333
2261	KRTAP10-5	13.51	535.411	0.98	0.25	0.332
2262	LELP1	13.505	535.411	0.98	0.25	0.333
2263	LYZ	13.505	535.411	0.98	0.25	0.333
2264	MAS1L	13.51	535.411	0.98	0.25	0.332
2265	MB21D1	13.505	535.411	0.98	0.25	0.333
2266	MRPL19	-13.531	535.411	0.98	0.25	0.333
2267	MSH6	-13.531	535.411	0.98	0.25	0.333
2268	OR2A4	-13.531	535.411	0.98	0.25	0.333
2269	OR2J2	13.509	535.411	0.98	0.25	0.333
2270	OR52R1	13.505	535.411	0.98	0.25	0.333
2271	PIP4K2C	13.505	535.411	0.98	0.25	0.333
2272	PPM1B	-13.531	535.411	0.98	0.25	0.333
2273	RBPMS	-13.508	535.411	0.98	0.25	0.332
2274	SH2D7	13.505	535.411	0.98	0.25	0.333
2275	SLC39A4	13.51	535.411	0.98	0.25	0.332
2276	SYT9	13.505	535.411	0.98	0.25	0.333
2277	TRIM42	13.51	535.411	0.98	0.25	0.332
2278	USP8	13.509	535.411	0.98	0.25	0.333
2279	VIP	-13.508	535.411	0.98	0.25	0.332
2280	VSX1	13.51	535.411	0.98	0.25	0.332
2281	YTHDF3	-13.531	535.411	0.98	0.25	0.333
2282	ANKDD1B	-13.509	535.411	0.98	0.251	0.334
2283	ARPC5L	-13.506	535.411	0.98	0.251	0.333
2284	ATG7	-13.525	535.411	0.98	0.251	0.333
2285	BAALC	-13.509	535.411	0.98	0.251	0.334
2286	BBS7	-13.501	535.411	0.98	0.251	0.334
2287	BCO2	-13.509	535.411	0.98	0.251	0.334
2288	C14orf37	-13.525	535.411	0.98	0.251	0.333
2289	C1orf27	-13.505	535.411	0.98	0.251	0.334
2290	C9orf116	13.502	535.411	0.98	0.251	0.335
2291	CCDC54	-13.525	535.411	0.98	0.251	0.333
2292	CPXM2	-13.506	535.411	0.98	0.251	0.333
2293	CR1	13.504	535.411	0.98	0.251	0.334
2294	CSMD3	13.502	535.411	0.98	0.251	0.335
2295	CXCR6	-13.499	535.411	0.98	0.251	0.335
2296	CYP11A1	-13.525	535.411	0.98	0.251	0.333
2297	CYYR1	13.502	535.411	0.98	0.251	0.334
2298	EFCAB14	-13.501	535.411	0.98	0.251	0.334
2299	ETHE1	-13.525	535.411	0.98	0.251	0.333
2300	FAAH	13.502	535.411	0.98	0.251	0.334
2301	FAHD1	-13.499	535.411	0.98	0.251	0.335
2302	FAM154A	13.502	535.411	0.98	0.251	0.335
2303	FAM177B	-13.509	535.411	0.98	0.251	0.334
2304	FBXW4	13.504	535.411	0.98	0.251	0.334
2305	FCGR1B	-13.525	535.411	0.98	0.251	0.333
2306	GNAS	13.504	535.411	0.98	0.251	0.334
2307	HS3ST2	13.502	535.411	0.98	0.251	0.335
2308	IDUA	13.502	535.411	0.98	0.251	0.334
2309	INTS9	-13.506	535.411	0.98	0.251	0.333
2310	IQCF2	-13.5	535.411	0.98	0.251	0.335
2311	KCP	-13.506	535.411	0.98	0.251	0.333
2312	KLHL17	13.504	535.411	0.98	0.251	0.334
2313	LNX1	-13.5	535.411	0.98	0.251	0.335
2314	LPAR3	13.502	535.411	0.98	0.251	0.334
2315	LRRC34	-13.5	535.411	0.98	0.251	0.335
2316	MAGI1	13.501	535.411	0.98	0.251	0.334
2317	METTL4	13.502	535.411	0.98	0.251	0.334
2318	MRO	-0.92	0.843	0.275	0.251	0.259
2319	MYL10	13.504	535.411	0.98	0.251	0.334
2320	MYL3	13.506	535.411	0.98	0.251	0.334
2321	NAP1L1	13.504	535.411	0.98	0.251	0.334
2322	NCF4	13.502	535.411	0.98	0.251	0.335
2323	NDUFAF7	-13.501	535.411	0.98	0.251	0.334
2324	NUDT2	-13.506	535.411	0.98	0.251	0.333
2325	NUTM1	-13.499	535.411	0.98	0.251	0.335
2326	PITPNM3	6.751	267.706	0.98	0.251	0.334
2327	PRG2	13.502	535.411	0.98	0.251	0.335
2328	PRRC2B	-13.525	535.411	0.98	0.251	0.333
2329	RSPRY1	13.504	535.411	0.98	0.251	0.334
2330	RXFP2	13.506	535.411	0.98	0.251	0.334
2331	SGSM3	-13.509	535.411	0.98	0.251	0.334
2332	SLC5A1	-13.509	535.411	0.98	0.251	0.334
2333	SOX6	13.502	535.411	0.98	0.251	0.335
2334	STX4	-13.499	535.411	0.98	0.251	0.335
2335	TLL2	-13.505	535.411	0.98	0.251	0.334
2336	TMED6	13.506	535.411	0.98	0.251	0.334
2337	TRDN	-13.506	535.411	0.98	0.251	0.333
2338	ZMYND15	-6.75	267.706	0.98	0.251	0.335
2339	ZNF234	-13.5	535.411	0.98	0.251	0.335
2340	ZNF438	-13.509	535.411	0.98	0.251	0.334
2341	ZNF502	-13.506	535.411	0.98	0.251	0.333
2342	ZNF850	13.502	535.411	0.98	0.251	0.334
2343	ADAMDEC1	13.496	535.411	0.98	0.252	0.335
2344	AIMP1	13.496	535.411	0.98	0.252	0.335
2345	AXL	13.496	535.411	0.98	0.252	0.335
2346	C14orf23	0.182	0.159	0.253	0.252	0.252
2347	C1S	13.502	535.411	0.98	0.252	0.335
2348	COL9A2	13.502	535.411	0.98	0.252	0.335
2349	CSPP1	13.505	535.411	0.98	0.252	0.335
2350	EFCAB1	-13.5	535.411	0.98	0.252	0.335
2351	EFCAB7	-13.501	535.411	0.98	0.252	0.335
2352	GBE1	13.496	535.411	0.98	0.252	0.335
2353	KIAA1549	13.505	535.411	0.98	0.252	0.335
2354	LAIR2	0.455	0.404	0.26	0.252	0.255
2355	LILRB5	6.748	267.706	0.98	0.252	0.335
2356	MFSD7	13.496	535.411	0.98	0.252	0.335
2357	NOX3	-13.501	535.411	0.98	0.252	0.335
2358	NUP88	13.504	535.411	0.98	0.252	0.335
2359	PCDHA4	13.496	535.411	0.98	0.252	0.335
2360	PIF1	13.504	535.411	0.98	0.252	0.335
2361	PSG5	13.502	535.411	0.98	0.252	0.335
2362	RBM34	13.505	535.411	0.98	0.252	0.335
2363	RP11-166B2.1	-6.752	267.706	0.98	0.252	0.335
2364	SLC37A3	13.496	535.411	0.98	0.252	0.335
2365	TSNAXIP1	13.503	535.411	0.98	0.252	0.335
2366	ZNF14	13.503	535.411	0.98	0.252	0.335
2367	ZNF160	-13.5	535.411	0.98	0.252	0.335
2368	ZNF620	13.502	535.411	0.98	0.252	0.335
2369	CTRL	-13.495	535.411	0.98	0.253	0.337
2370	GSDMB	-0.151	0.132	0.254	0.253	0.253
2371	IGKC	-13.495	535.411	0.98	0.253	0.337
2372	MYO5C	13.489	535.411	0.98	0.253	0.337
2373	PPP1R9A	-13.495	535.411	0.98	0.253	0.337
2374	WDR70	-13.495	535.411	0.98	0.253	0.337
2375	ZCCHC10	13.489	535.411	0.98	0.253	0.337
2376	ZNF100	-0.707	0.654	0.28	0.253	0.263
2377	C5orf17	-13.499	535.411	0.98	0.254	0.337
2378	C8orf34	-13.488	535.411	0.98	0.254	0.338
2379	CTBS	-13.499	535.411	0.98	0.254	0.337
2380	CXorf40B	13.485	535.411	0.98	0.254	0.339
